"disasterNumber","state","county","city","zipCode","validRegistrations","totalInspected","totalInspectedWithNoDamage","totalWithModerateDamage","totalWithMajorDamage","totalWithSubstantialDamage","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1454,"KY","Lewis (County)","SAINT PAUL","41170",2,2,2,0,0,0,1,2769.56,0,620,2149.56,1,0,0,0,"1366d39d-20e8-4c7a-81ca-95c7da908a85"
1454,"KY","Elliott (County)","SANDY HOOK","41171",2,2,2,0,0,0,2,2713.73,0,1386,1327.73,2,0,0,0,"11f9ada2-3728-4f7a-896a-5f9658c44073"
1454,"KY","Carter (County)","SOLDIER","41173",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"b747dd47-9110-4471-ae95-54f5a312227e"
1454,"KY","Greenup (County)","SOUTH PORTSMOUTH","41174",3,3,3,0,0,0,3,5204.87,0,762,4442.87,3,0,0,0,"f5b433f7-d9b8-4d14-8b61-1ba1e46ab71b"
1454,"KY","Greenup (County)","SOUTH SHORE","41174",1,1,1,0,0,0,1,4283.15,0,938,3345.15,1,0,0,0,"939c4d84-c8af-4e81-bcff-9dc0908c3056"
1454,"KY","Greenup (County)","SOUTH SHORE","41175",23,19,23,0,0,0,16,27254.25,0,3605,23539.6,15,1,0,0,"3cc6731d-7a0c-4fe7-b5d0-2e3cd42e8962"
1454,"KY","Lewis (County)","VANCEBURG","41179",69,53,69,0,0,0,40,26580.67,0,5273,21307.67,40,0,0,0,"6b5fc01b-38b2-46c7-9582-4170171f199f"
1454,"KY","Carter (County)","WILLARD","41181",2,2,2,0,0,0,2,9908.42,0,1700,8208.42,2,0,0,0,"7ac9b6ba-4c45-4413-898d-def4f41b1cbd"
1454,"KY","Lewis (County)","TOLLESBORO","41189",7,5,7,0,0,0,5,4718.9,0,766,3952.9,5,0,0,0,"762b4a29-f61a-4f74-96e0-cd0ff7c301a4"
1454,"KY","Martin (County)","BEAUTY","41203",1,1,1,0,0,0,1,165.45,0,0,165.45,1,0,0,0,"03ff176f-ace3-41a3-877d-a7c7cf9058ee"
1454,"KY","Johnson (County)","BOONS CAMP","41204",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"701bdc8d-dcac-442b-ab25-a741dfd512b9"
1454,"KY","Johnson (County)","EAST POINT","41216",1,1,1,0,0,0,1,9270.61,0,383,8887.61,1,0,0,0,"2491dd9c-7940-4e27-bcac-e9dc17dcd1c9"
1454,"KY","Martin (County)","INEZ","41224",10,8,10,0,0,0,7,22230.64,0,4382,17848.64,7,0,0,0,"85b8150d-931f-403e-b11d-0db915407052"
1454,"KY","Lawrence (County)","LOUISA","41230",2,2,2,0,0,0,1,766,0,766,0,1,0,0,0,"85f43bc7-bc8b-49e7-8cca-3638231f2991"
1454,"KY","Martin (County)","LOVELY","41231",3,3,3,0,0,0,1,161.92,0,0,161.92,1,0,0,0,"6d84bae5-8b8c-4ee4-a324-2a6415bf2f3d"
1454,"KY","Johnson (County)","PAINTSVILLE","41240",23,20,23,0,0,0,17,26891.92,0,11893,14998.92,16,1,0,0,"cea0efe9-4fc5-419a-86c0-20643b37b2a4"
1454,"KY","Martin (County)","PILGRIM","41250",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"b5cb07aa-0a0b-4d07-8a08-808e303407c4"
1454,"KY","Martin (County)","TOMAHAWK","41262",6,6,6,0,0,0,5,10433.48,0,3366,7067.48,5,0,0,0,"dec6aafc-3d2d-49f0-a8bc-912f85546d6e"
1454,"KY","Martin (County)","WARFIELD","41267",2,2,2,0,0,0,2,14315.83,0,1610,12705.83,1,1,0,0,"5f76df48-ed0c-46ac-9117-ccfe4ac636f0"
1454,"KY","Johnson (County)","WILLIAMSPORT","41271",1,1,1,0,0,0,1,1007.18,0,766,241.18,1,0,0,0,"39d1b7a4-da25-45ca-a3ea-6e5a70d82ffc"
1454,"KY","Breathitt (County)","CLAYHOLE","41317",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d22d2645-f222-4881-b73b-296ac9532508"
1454,"KY","Breathitt (County)","JACKSON","41339",15,15,15,0,0,0,13,90350.1,0,7252,83098.1,7,6,0,0,"3fd7bb83-1a67-44b3-8403-add62abebc15"
1454,"KY","Perry (County)","ROWDY","41367",2,2,2,0,0,0,2,1582.32,0,1240,342.32,2,0,0,0,"b3872451-39a4-4314-8c3a-f52ac7d4e612"
1454,"KY","Breathitt (County)","VANCLEVE","41385",1,1,1,0,0,0,1,3306.01,0,990,2316.01,1,0,0,0,"137516ae-e953-4c5a-a275-d993700be9cf"
1454,"KY","Magoffin (County)","EDNA","41419",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"82b526e8-7f84-49c7-97dd-67a5eadcf2ca"
1454,"KY","Magoffin (County)","SALYERSVILLE","41465",2,1,2,0,0,0,1,3406.69,0,766,2640.69,1,0,0,0,"45712211-42b9-4996-9fe0-e38dcd2d9c20"
1454,"KY","Pike (County)","PIKEVILLE","41501",6,4,6,0,0,0,3,13144.87,0,1300,11844.87,2,1,0,0,"b093c27f-3ca5-4058-a9ed-dde691d2e9af"
1454,"KY","Pike (County)","BELFRY","41514",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"9f9d77db-8867-4e76-a33b-b59e4df5bd92"
1454,"KY","Pike (County)","ELKHORN CITY","41522",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"972b1cbb-84fd-41d0-9ca9-4b7b59dcf872"
1454,"KY","Pike (County)","FREEBURN","41528",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"632202e8-261e-4274-b75d-ccf2b6ee9ca9"
1454,"KY","Letcher (County)","JENKINS","41537",2,2,2,0,0,0,1,990,0,990,0,1,0,0,0,"5e081440-55f0-43a6-b4f0-f0ec2ed72ae5"
1454,"KY","Pike (County)","KIMPER","41539",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"ba03a706-b9d3-4aa6-9557-d581ee047e8c"
1454,"KY","Pike (County)","LOOKOUT","41542",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"cba306ea-350a-4b2f-a41f-70c2d55b4eea"
1454,"KY","Pike (County)","PHELPS","41553",1,1,1,0,0,0,1,990,0,990,0,1,0,0,0,"be33fbbe-f11a-49c5-85c7-d531535f8c80"
1454,"KY","Pike (County)","PHYLLIS","41554",1,1,1,0,0,0,1,990,0,990,0,1,0,0,0,"09508145-f192-4d18-ba67-310c88f94414"
1454,"KY","Pike (County)","SHELBIANA","41562",2,2,2,0,0,0,2,1440,0,1440,0,2,0,0,0,"5c5861c3-9f50-466c-9782-0b985ee8637c"
1454,"KY","Floyd (County)","ALLEN","41601",7,7,7,0,0,0,6,39419.07,0,4792,34627.07,5,1,0,0,"ab7b1dec-70a9-453f-95f3-e56c6039057c"
1454,"KY","Floyd (County)","AUXIER","41602",1,1,1,0,0,0,1,4811.84,0,766,4045.84,1,0,0,0,"52d2d194-71bc-4549-9cef-10bbeeb04849"
1454,"KY","Floyd (County)","BANNER","41603",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"60277836-c3f9-41c9-8ddf-3173d6620b2f"
1454,"KY","Floyd (County)","BEVINSVILLE","41606",3,3,3,0,0,0,2,4764.56,0,2128,2636.56,2,0,0,0,"ba587582-e723-402e-983c-99476b4a190b"
1454,"KY","Floyd (County)","DRIFT","41619",1,1,1,0,0,0,1,1905.43,0,680,1225.43,1,0,0,0,"c639df5c-c584-46fa-b88a-23892fe484e1"
1454,"KY","Floyd (County)","GARRETT","41630",3,2,3,0,0,0,2,6640.57,0,1446,5194.57,2,0,0,0,"3a031c39-fb07-4201-a0dd-edfc178380d6"
1454,"KY","Floyd (County)","GRETHEL","41631",1,1,1,0,0,0,1,2902.15,0,1064,1838.15,1,0,0,0,"7f400fa4-9940-4a1e-88b2-5a14238491e7"
1454,"KY","Floyd (County)","HAROLD","41635",2,1,2,0,0,0,1,680,0,680,0,1,0,0,0,"6e834248-39ec-4a1b-a0c5-8778d1732077"
1454,"KY","Floyd (County)","HI HAT","41636",1,1,1,0,0,0,1,330.89,0,0,330.89,1,0,0,0,"a9af203a-3527-4a72-b939-fd061711d425"
1454,"KY","Floyd (County)","HUEYSVILLE","41640",2,2,2,0,0,0,1,1235.14,0,766,469.14,1,0,0,0,"e128b11c-385f-4826-8348-17ba96e768ff"
1454,"KY","Floyd (County)","LACKEY","41643",1,1,1,0,0,0,1,1020,0,1020,0,1,0,0,0,"5ccf0b3e-f2f2-461d-bcde-5b6612331f99"
1454,"KY","Floyd (County)","LANGLEY","41645",12,12,12,0,0,0,9,53277.53,0,5401,47876.53,8,1,0,0,"b84f4597-cc4d-42bd-be37-e22068b5056e"
1454,"KY","Floyd (County)","MC DOWELL","41647",2,2,2,0,0,0,2,3216.86,0,766,2450.86,2,0,0,0,"02db5c82-e11f-4c3d-85ec-21458f78ec7e"
1454,"KY","Floyd (County)","MARTIN","41649",14,14,14,0,0,0,10,46890.6,0,7226,39664.6,9,1,0,0,"e1c832a7-1851-4746-b1b5-22c4f202fcd6"
1454,"KY","Floyd (County)","MELVIN","41650",4,4,4,0,0,0,2,8941.88,0,766,8175.88,2,0,0,0,"045fa33c-6e68-44a5-9ee0-02c4f812a9c0"
1454,"KY","Floyd (County)","PRESTONSBURG","41653",5,4,5,0,0,0,3,13328.63,0,1532,11796.63,2,1,0,0,"4d4aee4f-c0fc-42b0-bc5c-a493aebaee60"
1454,"KY","Floyd (County)","PRINTER","41655",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"27be9d38-6710-448b-b5ee-e50f0c537aec"
1454,"KY","Floyd (County)","WAYLAND","41666",2,2,2,0,0,0,1,2000,0,0,2000,1,0,0,0,"cf4fc5ae-908c-477e-b308-ee0620687d09"
1454,"KY","Floyd (County)","WHEELWRIGHT","41669",1,1,1,0,0,0,1,1064,0,1064,0,1,0,0,0,"c1636874-d4ad-4005-983c-1683141dfbc3"
1454,"KY","Perry (County)","HAZARD","41701",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"e0e26677-b263-4ae3-97a2-4787dd793bc3"
1454,"KY","Perry (County)","HAZARD","41702",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"c0e41730-6d64-4d88-a881-a42c06776026"
1454,"KY","Perry (County)","BONNYMAN","41719",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"b5322348-7e24-4bee-abe3-8fb244000c0c"
1454,"KY","Perry (County)","BULAN","41722",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"58b26b88-6d67-41dc-ab17-473892feed14"
1454,"KY","Perry (County)","BUSY","41723",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"d8b58a43-cf21-4f38-b198-e33b3ca9ee2c"
1454,"KY","Perry (County)","DICE","41736",1,1,1,0,0,0,1,3255.12,0,620,2635.12,1,0,0,0,"406703bf-8045-4348-b9b4-a794bc1e6441"
1454,"KY","Perry (County)","HAPPY","41746",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"35270f66-f2f7-4e16-a0be-59198ba2bcbd"
1454,"KY","Leslie (County)","HYDEN","41749",1,1,1,0,0,0,1,6116.99,0,620,5496.99,1,0,0,0,"32ae9565-7dd3-4c8b-86b5-0b9b0786b3b9"
1454,"KY","Perry (County)","KRYPTON","41754",2,1,2,0,0,0,1,1308.19,0,798,510.19,1,0,0,0,"bee555e4-8adb-4fa8-99b2-eac8de564b05"
1454,"KY","Knott (County)","SASSAFRAS","41759",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"e0af00cf-39d0-42ee-9860-c0fa9aa6929e"
1454,"KY","Leslie (County)","THOUSANDSTICKS","41766",1,1,1,0,0,0,1,620,0,620,0,1,0,0,0,"3174191d-b531-495e-87ae-407a7427a132"
1454,"KY","Perry (County)","VIPER","41774",1,1,1,0,0,0,1,798,0,798,0,1,0,0,0,"6dfcb4ef-d525-4daa-936b-7bd099a28e9e"
1454,"KY","Leslie (County)","CUTSHIN","41776",1,1,1,0,0,0,1,442.94,0,0,442.94,1,0,0,0,"fbe690e7-3dbe-45d8-b7a9-3ede5ac45a13"
1454,"KY","Letcher (County)","JACKHORN","41825",1,1,1,0,0,0,1,1132.39,0,766,366.39,1,0,0,0,"19f88a06-3ab3-464b-bad5-42d0cd1a2283"
1454,"KY","Knott (County)","KITE","41828",1,1,1,0,0,0,1,327.99,0,0,327.99,1,0,0,0,"f9c8758c-22ee-41dd-b0d3-0a899f7328c4"
1454,"KY","Letcher (County)","MC ROBERTS","41835",2,2,2,0,0,0,1,990,0,990,0,1,0,0,0,"02a10368-62f7-44e1-b743-33917acded8f"
1454,"KY","Knott (County)","MOUSIE","41839",1,1,1,0,0,0,1,766,0,766,0,1,0,0,0,"79a032fb-51a8-4a08-9f25-b8198a6582b0"
1454,"KY","Letcher (County)","WHITESBURG","41858",3,3,3,0,0,0,1,990,0,990,0,1,0,0,0,"da6aa990-8a55-4627-8a24-72735ec792de"
1454,"KY","Knott (County)","RAVEN","41861",1,1,1,0,0,0,1,111.35,0,0,111.35,1,0,0,0,"9be54fd9-5894-4a48-8e75-c48959514f1d"
1454,"KY","Knott (County)","TOPMOST","41862",4,4,4,0,0,0,4,9019.77,0,3465,5554.77,4,0,0,0,"a0a24b4c-d3c3-4d34-8acb-3779970394b3"
1455,"WV","Mercer (County)","BLUEFIELD","24701",8,8,8,0,0,0,4,4703.62,0,2446,2257.62,4,0,0,0,"9b49d190-2bb2-4f10-ab42-04342e4539a2"
1455,"WV","Mercer (County)","KEGLEY","24731",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"c6c24a8f-dfbb-452b-b1de-ee0e35203d1d"
1455,"WV","Mercer (County)","LASHMEET","24733",1,1,1,0,0,0,1,4045.47,0,668,3377.47,1,0,0,0,"cc66ce02-821f-4c46-8066-789c75217e6e"
1455,"WV","Mercer (County)","MATOAKA","24736",2,2,2,0,0,0,1,11749.6,0,778,10971.6,0,1,0,0,"1d17ca1d-37a8-4277-87a5-9531c3090955"
1455,"WV","Mercer (County)","MONTCALM","24737",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"9687aaea-c015-4a27-bc7a-2e85cd0165d8"
1455,"WV","Mercer (County)","PRINCETON","24740",5,5,5,0,0,0,4,4275.16,0,3942,333.16,4,0,0,0,"a1b0452d-048b-42c2-b300-4a1fd1d5c665"
1455,"WV","Mercer (County)","ROCK","24747",3,3,3,0,0,0,2,3238.79,0,1778,1460.79,2,0,0,0,"2956ec05-e6a1-48bf-aa7b-dca8822717d5"
1455,"WV","McDowell (County)","WELCH","24801",2,2,2,0,0,0,1,668,0,668,0,1,0,0,0,"11409002-f6eb-41e5-b87e-c800f7a9e04c"
1455,"WV","McDowell (County)","BIG SANDY","24816",2,2,2,0,0,0,1,1000,0,1000,0,1,0,0,0,"c337334c-1f99-4cbc-8879-5364e86b9589"
1455,"WV","McDowell (County)","CRUMPLER","24825",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"679ecb7d-f5f2-41eb-a6bd-a56e7a08333a"
1455,"WV","McDowell (County)","ECKMAN","24829",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"a52551f9-6932-4110-b6e8-4ba0e63240b3"
1455,"WV","McDowell (County)","GARY","24836",1,1,1,0,0,0,1,1872.83,0,668,1204.83,1,0,0,0,"4027b35a-dfe8-4db3-b298-6fc3fe46626f"
1455,"WV","Wyoming (County)","HANOVER","24839",1,1,1,0,0,0,1,668,0,668,0,1,0,0,0,"11eb7db5-2ee7-4c8a-8506-63a0fa4983d3"
1455,"WV","McDowell (County)","HENSLEY","24843",2,2,2,0,0,0,1,6402.6,0,778,5624.6,1,0,0,0,"ed930b89-62d0-4113-ba77-afcbbfb7b130"
1455,"WV","McDowell (County)","IAEGER","24844",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"6a80b41d-c620-4667-b186-d9dfed259de9"
1455,"WV","McDowell (County)","JENKINJONES","24848",1,1,1,0,0,0,1,1276.31,0,0,1276.31,1,0,0,0,"df7b03f7-188b-49de-9592-0b92615d077f"
1455,"WV","McDowell (County)","JOLO","24850",2,2,2,0,0,0,1,1000,0,1000,0,1,0,0,0,"2cfe98a0-95e5-4dba-8087-6fddf7c38833"
1455,"WV","McDowell (County)","KIMBALL","24853",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"c982bbca-3f81-4e7f-a723-e251dec85cda"
1455,"WV","Wyoming (County)","LYNCO","24857",2,2,2,0,0,0,1,7903.47,0,668,7235.47,1,0,0,0,"14a5389e-4bfc-4338-ba8d-7f695dee36fe"
1455,"WV","McDowell (County)","MAYBEURY","24861",1,1,1,0,0,0,1,3274.29,0,668,2606.29,1,0,0,0,"d2cae65d-85c7-4944-b6b4-fbaad0f28dca"
1455,"WV","McDowell (County)","MOHAWK","24862",1,1,1,0,0,0,1,2843.92,0,0,2843.92,1,0,0,0,"650deb87-94cc-45e6-a9a3-02ecb8794f22"
1455,"WV","Wyoming (County)","NEW RICHMOND","24867",1,1,1,0,0,0,1,367.2,0,0,367.2,1,0,0,0,"a5fdeded-d0a2-47aa-90e0-422ee604c89e"
1455,"WV","McDowell (County)","NORTHFORK","24868",1,1,1,0,0,0,1,60,0,0,60,1,0,0,0,"668ea198-ff6e-449f-b9ca-602188035df1"
1455,"WV","McDowell (County)","POWHATAN","24868",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"b74b5049-94fb-4b82-848d-083b85470b59"
1455,"WV","McDowell (County)","PAGETON","24871",1,1,1,0,0,0,1,766.72,0,0,766.72,1,0,0,0,"cc5e8ac9-e4ae-434f-996a-e24cd12a823f"
1455,"WV","Wyoming (County)","PINEVILLE","24874",1,1,1,0,0,0,1,2854.38,0,0,2854.38,1,0,0,0,"1ae6f76b-b255-4fe1-b0d4-f5a7fb09dd2a"
